Wikidata_URI15	FICE	College_name	State	Type	Average_salary_full_professors	Average_salary_associate_professors	Average_salary_assistant_professors	rating	Average_compensation_full_professor	Average_compensation_associate_professors	Average_compensation_assistant_professors	Average_compensation_all_ranks	Number_of_full_professors	Number_of_associate_professors	Number_of_assistant_professors	Number_of_instructors	Number_of_faculty_all_ranks	DBpedia_URI	label	label_comp	id	DBpedia_URI15	YAGO_URI15	DBpedia_URI15_Base32
http://www.wikidata.org/entity/Q49116	2573	Dartmouth College	NH	I	785	536	429.0	610	1002	686	532.0	774	163	89	114	5	371	http://dbpedia.org/resource/Dartmouth_College	high	high	528	http://dbpedia.org/resource/Dartmouth_College	http://yago-knowledge.org/resource/Dartmouth_College	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RDBOJ2G233VORUF6Q3PNRWGKZ3F
http://www.wikidata.org/entity/Q5491762	2575	Franklin Pierce College	NH	IIB	470	382	323.0	399	605	487	412.0	510	28	29	17	2	76	http://dbpedia.org/resource/Franklin_Pierce_University	medium	medium	529	http://dbpedia.org/resource/Franklin_Pierce_University	http://yago-knowledge.org/resource/Franklin_Pierce_University	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RTSMFXGW3DJNZPVA2LFOJRWKX2VNZUXMZLSONUXI6I=
http://www.wikidata.org/entity/Q14705363	2579	New England College	NH	IIB	423	329	251.0	327	551	437	313.0	423	20	20	23	2	65	http://dbpedia.org/resource/New_England_College	low	low	530	http://dbpedia.org/resource/New_England_College	http://yago-knowledge.org/resource/New_England_College	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TTFO5PUK3THNRQW4ZC7INXWY3DFM5SQ====
http://www.wikidata.org/entity/Q49207	2580	New Hampshire College	NH	IIA	567	425	356.0	459	728	558	464.0	597	31	32	15	5	83	http://dbpedia.org/resource/University_of_New_Hampshire	medium	high	531	http://dbpedia.org/resource/University_of_New_Hampshire	http://yago-knowledge.org/resource/University_of_New_Hampshire	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VLONF3GK4TTNF2HSX3PMZPU4ZLXL5EGC3LQONUGS4TF
http://www.wikidata.org/entity/Q7063387	2584	Notre Dame College	NH	IIB	335	299	261.0	286	393	383	312.0	349	6	11	13	4	34	http://dbpedia.org/resource/Notre_Dame_College	low	low	532	http://dbpedia.org/resource/Notre_Dame_College	http://yago-knowledge.org/resource/Notre_Dame_College	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TTPORZGKX2EMFWWKX2DN5WGYZLHMU======
http://www.wikidata.org/entity/Q7338849	2586	Rivier College	NH	IIA	449	363	331.0	365	541	419	392.0	429	12	29	18	7	66	http://dbpedia.org/resource/Rivier_College	medium	low	533	http://dbpedia.org/resource/Rivier_University		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UTJOZUWK4S7KVXGS5TFOJZWS5DZ
http://www.wikidata.org/entity/Q3463654	2587	Saint Anselm College	NH	IIB	512	403	338.0	381	633	508	435.0	483	16	35	51	7	109	http://dbpedia.org/resource/Saint_Anselm_College	medium	medium	534	http://dbpedia.org/resource/Saint_Anselm_College	http://yago-knowledge.org/resource/Saint_Anselm_College	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3BNFXHIX2BNZZWK3DNL5BW63DMMVTWK===
http://www.wikidata.org/entity/Q49207	2589	University of New Hampshire	NH	I	587	454	375.0	482	729	575	483.0	607	196	253	127	0	576	http://dbpedia.org/resource/University_of_New_Hampshire	medium	high	535	http://dbpedia.org/resource/University_of_New_Hampshire	http://yago-knowledge.org/resource/University_of_New_Hampshire	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VLONF3GK4TTNF2HSX3PMZPU4ZLXL5EGC3LQONUGS4TF
http://www.wikidata.org/entity/Q6382897	2590	Keene State College	NH	IIB	494	417	337.0	426	622	532	439.0	542	61	46	40	2	149	http://dbpedia.org/resource/Keene_State_College	medium	medium	536	http://dbpedia.org/resource/Keene_State_College	http://yago-knowledge.org/resource/Keene_State_College	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6S3FMVXGKX2TORQXIZK7INXWY3DFM5SQ====
http://www.wikidata.org/entity/Q4928235	2597	Bloomfield College	NJ	IIB	476	434	354.0	406	602	547	443.0	510	12	13	17	4	46	http://dbpedia.org/resource/Bloomfield_College	medium	medium	537	http://dbpedia.org/resource/Bloomfield_College	http://yago-knowledge.org/resource/Bloomfield_College	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTMN5XW2ZTJMVWGIX2DN5WGYZLHMU======
http://www.wikidata.org/entity/Q5059076	2599	Centenary College	NJ	IIB	*	305	252.0	266	*	371	310.0	326	1	10	16	9	36	http://dbpedia.org/resource/Centenary_College_of_Louisiana	low	low	538	http://dbpedia.org/resource/Centenary_College_of_Louisiana	http://yago-knowledge.org/resource/Centenary_College_of_Louisiana	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3FNZ2GK3TBOJ4V6Q3PNRWGKZ3FL5XWMX2MN52WS43JMFXGC===
http://www.wikidata.org/entity/Q5146821	2600	College of Saint Elizabeth	NJ	IIB	426	388	322.0	365	490	437	384.0	420	9	19	16	3	47	http://dbpedia.org/resource/College_of_Saint_Elizabeth	medium	low	539	http://dbpedia.org/resource/College_of_Saint_Elizabeth	http://yago-knowledge.org/resource/College_of_Saint_Elizabeth	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3PNRWGKZ3FL5XWMX2TMFUW45C7IVWGS6TBMJSXI2A=
http://www.wikidata.org/entity/Q1795487	2603	Drew University	NJ	IIA	603	463	386.0	529	762	580	479.0	664	61	28	15	4	108	http://dbpedia.org/resource/Drew_University	high	high	540	http://dbpedia.org/resource/Drew_University	http://yago-knowledge.org/resource/Drew_University	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RDSMV3V6VLONF3GK4TTNF2HS===
http://www.wikidata.org/entity/Q5548012	2608	Georgian Court College	NJ	IIB	490	425	373.0	403	592	509	450.0	487	19	13	30	8	71	http://dbpedia.org/resource/Georgian_Court_University	medium	medium	541	http://dbpedia.org/resource/Georgian_Court_University	http://yago-knowledge.org/resource/Georgian_Court_University	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6R3FN5ZGO2LBNZPUG33VOJ2F6VLONF3GK4TTNF2HS===
http://www.wikidata.org/entity/Q14705495	2610	Felician College	NJ	IIB	*	351	311.0	320	*	422	375.0	385	1	14	24	5	44	http://dbpedia.org/resource/Felician_College	low	low	542	http://dbpedia.org/resource/Felician_College	http://yago-knowledge.org/resource/Felician_College	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RTFNRUWG2LBNZPUG33MNRSWOZI=
http://www.wikidata.org/entity/Q11991254	2613	Jersey City State College	NJ	IIB	649	525	405.0	520	840	697	558.0	692	80	66	90	1	237	http://dbpedia.org/resource/New_Jersey_City_University	high	high	543	http://dbpedia.org/resource/New_Jersey_City_University	http://yago-knowledge.org/resource/New_Jersey_City_University	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TTFO5PUUZLSONSXSX2DNF2HSX2VNZUXMZLSONUXI6I=
http://www.wikidata.org/entity/Q6901065	2616	Monmouth College	NJ	IIA	616	509	408.0	519	783	668	523.0	669	41	55	29	1	126	http://dbpedia.org/resource/Monmouth_College	high	high	544	http://dbpedia.org/resource/Monmouth_College	http://yago-knowledge.org/resource/Monmouth_College	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TLPNZWW65LUNBPUG33MNRSWOZI=
http://www.wikidata.org/entity/Q5018694	2617	Montclair State College	NJ	IIA	647	521	417.0	532	802	661	541.0	672	155	130	125	9	419	http://dbpedia.org/resource/Montclair_State_University	high	high	545	http://dbpedia.org/resource/Montclair_State_University	http://yago-knowledge.org/resource/Montclair_State_University	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TLPNZ2GG3DBNFZF6U3UMF2GKX2VNZUXMZLSONUXI6I=
http://www.wikidata.org/entity/Q3272013	2621	New Jersey Institute of Technology	NJ	IIA	771	606	501.0	615	976	790	670.0	799	104	98	71	0	303	http://dbpedia.org/resource/New_Jersey_Institute_of_Technology	high	high	546	http://dbpedia.org/resource/New_Jersey_Institute_of_Technology	http://yago-knowledge.org/resource/New_Jersey_Institute_of_Technology	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TTFO5PUUZLSONSXSX2JNZZXI2LUOV2GKX3PMZPVIZLDNBXG63DPM54Q====
http://www.wikidata.org/entity/Q6382148	2622	Kean College of New Jersey	NJ	IIA	640	516	423.0	525	833	691	582.0	700	115	107	115	3	340	http://dbpedia.org/resource/Kean_University	high	high	547	http://dbpedia.org/resource/Kean_University	http://yago-knowledge.org/resource/Kean_University	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6S3FMFXF6VLONF3GK4TTNF2HS===
http://www.wikidata.org/entity/Q3444527	2625	William Paterson College	NJ	IIB	653	519	409.0	535	859	687	541.0	707	120	97	88	7	312	http://dbpedia.org/resource/William_Paterson_University	high	high	548	http://dbpedia.org/resource/William_Paterson_University	http://yago-knowledge.org/resource/William_Paterson_University	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6V3JNRWGSYLNL5IGC5DFOJZW63S7KVXGS5TFOJZWS5DZ
http://www.wikidata.org/entity/Q21578	2627	Princeton University	NJ	I	963	564	437.0	749	1154	686	534.0	901	402	66	179	16	702	http://dbpedia.org/resource/Princeton_University	high	high	549	http://dbpedia.org/resource/Princeton_University	http://yago-knowledge.org/resource/Princeton_University	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UDSNFXGGZLUN5XF6VLONF3GK4TTNF2HS===
http://www.wikidata.org/entity/Q3551664	2628	Rider College	NJ	IIA	636	552	511.0	564	764	668	604.0	677	59	103	41	1	208	http://dbpedia.org/resource/Rider_University	high	high	550	http://dbpedia.org/resource/Rider_University	http://yago-knowledge.org/resource/Rider_University	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UTJMRSXEX2VNZUXMZLSONUXI6I=
http://www.wikidata.org/entity/Q585828	2632	Seton Hall University	NJ	IIA	736	557	414.0	553	894	683	507.0	675	98	110	101	13	332	http://dbpedia.org/resource/Seton_Hall_University	high	high	551	http://dbpedia.org/resource/Seton_Hall_University	http://yago-knowledge.org/resource/Seton_Hall_University	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3FORXW4X2IMFWGYX2VNZUXMZLSONUXI6I=
http://www.wikidata.org/entity/Q3443737	2638	Saint Peter's College	NJ	IIB	477	391	317.0	404	600	498	412.0	514	46	42	21	5	117	http://dbpedia.org/resource/Saint_Peter's_College_(New_Jersey)	medium	medium	552	http://dbpedia.org/resource/Saint_Peter's_University		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3BNFXHIX2QMV2GK4RHONPVK3TJOZSXE43JOR4Q====
http://www.wikidata.org/entity/Q657222	2639	Stevens Institute of Technology	NJ	IIA	647	494	415.0	544	807	634	525.0	685	66	37	30	4	137	http://dbpedia.org/resource/Stevens_Institute_of_Technology	high	high	553	http://dbpedia.org/resource/Stevens_Institute_of_Technology	http://yago-knowledge.org/resource/Stevens_Institute_of_Technology	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3UMV3GK3TTL5EW443UNF2HK5DFL5XWMX2UMVRWQ3TPNRXWO6I=
http://www.wikidata.org/entity/Q7726772	2642	Trenton State College	NJ	IIB	644	524	422.0	525	845	691	557.0	690	108	81	123	1	313	http://dbpedia.org/resource/The_College_of_New_Jersey	high	high	554	http://dbpedia.org/resource/The_College_of_New_Jersey	http://yago-knowledge.org/resource/The_College_of_New_Jersey	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VDIMVPUG33MNRSWOZK7N5TF6TTFO5PUUZLSONSXS===
http://www.wikidata.org/entity/Q7289009	9344	Ramapo College of New Jersey	NJ	IIB	645	527	407.0	532	835	701	563.0	706	49	40	41	1	131	http://dbpedia.org/resource/Ramapo_College	high	high	555	http://dbpedia.org/resource/Ramapo_College	http://yago-knowledge.org/resource/Ramapo_College	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UTBNVQXA327INXWY3DFM5SQ====
	9345	Stockton State College	NJ	IIB	656	496	393.0	492	790	607	490.0	603	47	58	65	8	178	http://dbpedia.org/resource/Richard_Stockton_College_of_New_Jersey	medium	high	556	http://dbpedia.org/resource/Richard_Stockton_College_of_New_Jersey	http://yago-knowledge.org/resource/Richard_Stockton_College_of_New_Jersey	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UTJMNUGC4TEL5JXI33DNN2G63S7INXWY3DFM5SV633GL5HGK527JJSXE43FPE======
http://www.wikidata.org/entity/Q7588651	2093	Saint John's College	NM	IIB	*	*		442	*	*		587	0	0	0	0	53	http://dbpedia.org/resource/St._John's_College_(Brantford)	medium	medium	557	http://dbpedia.org/resource/St._John's_College_(Brantford)	http://yago-knowledge.org/resource/St._John's_College_(Brantford)	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3UFZPUU33INYTXGX2DN5WGYZLHMVPSQQTSMFXHIZTPOJSCS===
http://www.wikidata.org/entity/Q1185955	2568	University of Nevada - Reno	NV	I	647	480	390.0	508	741	558	458.0	589	145	133	95	5	403	http://dbpedia.org/resource/University_of_Nevada,_Reno	high	medium	558	http://dbpedia.org/resource/University_of_Nevada,_Reno	http://yago-knowledge.org/resource/University_of_Nevada,_Reno	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VLONF3GK4TTNF2HSX3PMZPU4ZLWMFSGCLC7KJSW43Y=
http://www.wikidata.org/entity/Q2302311	2569	University of Nevada-Las Vegas	NV	IIA	596	476	392.0	452	699	564	468.0	537	152	192	214	0	642	http://dbpedia.org/resource/University_of_Nevada,_Las_Vegas	medium	medium	559	http://dbpedia.org/resource/University_of_Nevada,_Las_Vegas	http://yago-knowledge.org/resource/University_of_Nevada,_Las_Vegas	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VLONF3GK4TTNF2HSX3PMZPU4ZLWMFSGCLC7JRQXGX2WMVTWC4Y=
http://www.wikidata.org/entity/Q5302745	2667	Dowling College	NY	IIB	661	596	484.0	563	891	822	679.0	776	25	29	36	3	93	http://dbpedia.org/resource/Dowling_College	high	high	560	http://dbpedia.org/resource/Dowling_College	http://yago-knowledge.org/resource/Dowling_College	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RDPO5WGS3THL5BW63DMMVTWK===
http://www.wikidata.org/entity/Q3446091	2668	Alfred University	NY	IIA	520	427	367.0	439	641	538	467.0	548	46	25	36	6	113	http://dbpedia.org/resource/Alfred_University	medium	medium	561	http://dbpedia.org/resource/Alfred_University	http://yago-knowledge.org/resource/Alfred_University	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLMMZZGKZC7KVXGS5TFOJZWS5DZ
http://www.wikidata.org/entity/Q49109	2671	Bard College	NY	IIB	657	460	365.0	521	860	605	481.0	683	40	15	29	0	84	http://dbpedia.org/resource/Bard_College	high	high	562	http://dbpedia.org/resource/Bard_College	http://yago-knowledge.org/resource/Bard_College	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTBOJSF6Q3PNRWGKZ3F
http://www.wikidata.org/entity/Q1033335	2681	Canisius College	NY	IIA	542	480	370.0	468	679	599	450.0	582	57	73	51	0	181	http://dbpedia.org/resource/Canisius_College	medium	medium	563	http://dbpedia.org/resource/Canisius_College	http://yago-knowledge.org/resource/Canisius_College	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3BNZUXG2LVONPUG33MNRSWOZI=
http://www.wikidata.org/entity/Q5055525	2685	Cazenovia College	NY	IIB	443	354	295.0	337	549	445	374.0	423	8	13	21	3	45	http://dbpedia.org/resource/Cazenovia_College	low	low	564	http://dbpedia.org/resource/Cazenovia_College	http://yago-knowledge.org/resource/Cazenovia_College	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3BPJSW433WNFQV6Q3PNRWGKZ3F
http://www.wikidata.org/entity/Q931865	2699	Clarkson University	NY	I	703	515	475.0	563	875	658	593.0	707	55	58	43	5	161	http://dbpedia.org/resource/Clarkson_University	high	high	565	http://dbpedia.org/resource/Clarkson_University	http://yago-knowledge.org/resource/Clarkson_University	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3MMFZGW43PNZPVK3TJOZSXE43JOR4Q====
http://www.wikidata.org/entity/Q1191335	2701	Colgate University	NY	IIB	669	505	406.0	539	848	637	497.0	677	78	61	56	3	198	http://dbpedia.org/resource/Colgate_University	high	high	566	http://dbpedia.org/resource/Colgate_University	http://yago-knowledge.org/resource/Colgate_University	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3PNRTWC5DFL5KW42LWMVZHG2LUPE======
http://www.wikidata.org/entity/Q2982993	2703	College of Mount St. Vincent	NY	IIB	*	388	336.0	366	*	476	410.0	450	5	24	20	7	56	http://dbpedia.org/resource/College_of_Mount_Saint_Vincent	medium	medium	567	http://dbpedia.org/resource/College_of_Mount_Saint_Vincent	http://yago-knowledge.org/resource/College_of_Mount_Saint_Vincent	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3PNRWGKZ3FL5XWMX2NN52W45C7KNQWS3TUL5LGS3TDMVXHI===
http://www.wikidata.org/entity/Q5146784	2704	College of New Rochelle	NY	IIA	539	449	391.0	447	693	579	499.0	574	11	38	17	1	67	http://dbpedia.org/resource/College_of_New_Rochelle	medium	medium	568	http://dbpedia.org/resource/College_of_New_Rochelle	http://yago-knowledge.org/resource/College_of_New_Rochelle	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3PNRWGKZ3FL5XWMX2OMV3V6UTPMNUGK3DMMU======
http://www.wikidata.org/entity/Q7726778	2705	College of Saint Rose	NY	IIA	456	408	329.0	374	534	503	403.0	455	19	50	46	14	129	http://dbpedia.org/resource/The_College_of_Saint_Rose	medium	medium	569	http://dbpedia.org/resource/The_College_of_Saint_Rose	http://yago-knowledge.org/resource/The_College_of_Saint_Rose	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VDIMVPUG33MNRSWOZK7N5TF6U3BNFXHIX2SN5ZWK===
http://www.wikidata.org/entity/Q49088	2707	Columbia University	NY	I	882	554	452.0	687	1136	767	646.0	915	477	185	199	11	923	http://dbpedia.org/resource/Columbia_University	high	high	570	http://dbpedia.org/resource/Columbia_University	http://yago-knowledge.org/resource/Columbia_University	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3PNR2W2YTJMFPVK3TJOZSXE43JOR4Q====
http://www.wikidata.org/entity/Q167733	2708	Barnard College	NY	IIB	733	516	395.0	508	943	652	509.0	654	49	19	56	6	154	http://dbpedia.org/resource/Barnard_College	high	high	571	http://dbpedia.org/resource/Barnard_College	http://yago-knowledge.org/resource/Barnard_College	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTBOJXGC4TEL5BW63DMMVTWK===
http://www.wikidata.org/entity/Q5158956	2709	Concordia College	NY	IIB	352	289	275.0	303	436	366	363.0	387	11	6	14	1	32	http://dbpedia.org/resource/Concordia_College_(Moorhead)	low	low	572	http://dbpedia.org/resource/Concordia_College_(Moorhead,_Minnesota)		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3PNZRW64TENFQV6Q3PNRWGKZ3FL4UE233POJUGKYLEFRPU22LONZSXG33UMEUQ====
http://www.wikidata.org/entity/Q5203187	2712	D'Youville College	NY	IIB	404	385	327.0	359	485	456	390.0	427	15	22	32	7	76	http://dbpedia.org/resource/D'Youville_College	medium	low	573	http://dbpedia.org/resource/D'Youville_College	http://yago-knowledge.org/resource/D'Youville_College	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RBHLFXXK5TJNRWGKX2DN5WGYZLHMU======
http://www.wikidata.org/entity/Q5290853	2713	Dominican College	NY	IIB	*	400	354.0	365	*	508	438.0	454	4	10	19	9	42	http://dbpedia.org/resource/Dominican_University_College	medium	medium	574	http://dbpedia.org/resource/Dominican_University_College	http://yago-knowledge.org/resource/Dominican_University_College	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RDPNVUW42LDMFXF6VLONF3GK4TTNF2HSX2DN5WGYZLHMU======
http://www.wikidata.org/entity/Q3051594	2718	Elmira College	NY	IIB	497	342	306.0	359	666	449	395.0	472	13	24	26	0	63	http://dbpedia.org/resource/Elmira_College	medium	medium	575	http://dbpedia.org/resource/Elmira_College	http://yago-knowledge.org/resource/Elmira_College	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RLMNVUXEYK7INXWY3DFM5SQ====
http://www.wikidata.org/entity/Q130965	2722	Fordham University	NY	I	744	573	444.0	590	945	729	557.0	748	166	183	140	9	498	http://dbpedia.org/resource/Fordham_University	high	high	576	http://dbpedia.org/resource/Fordham_University	http://yago-knowledge.org/resource/Fordham_University	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RTPOJSGQYLNL5KW42LWMVZHG2LUPE======
http://www.wikidata.org/entity/Q5644883	2728	Hamilton College	NY	IIB	631	478	377.0	478	801	608	475.0	604	46	37	54	12	149	http://dbpedia.org/resource/Hamilton_College_(Iowa)	medium	high	577	http://dbpedia.org/resource/Hamilton_College_(Iowa)	http://yago-knowledge.org/resource/Hamilton_College_(Iowa)	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6SDBNVUWY5DPNZPUG33MNRSWOZK7FBEW653BFE======
http://www.wikidata.org/entity/Q2653975	2729	Hartwick College	NY	IIB	505	423	340.0	419	628	517	409.0	513	50	23	36	0	123	http://dbpedia.org/resource/Hartwick_College	medium	medium	578	http://dbpedia.org/resource/Hartwick_College	http://yago-knowledge.org/resource/Hartwick_College	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6SDBOJ2HO2LDNNPUG33MNRSWOZI=
http://www.wikidata.org/entity/Q1623314	2732	Hofstra University	NY	I	757	550	470.0	584	956	692	579.0	731	127	131	141	7	406	http://dbpedia.org/resource/Hofstra_University	high	high	579	http://dbpedia.org/resource/Hofstra_University	http://yago-knowledge.org/resource/Hofstra_University	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6SDPMZZXI4TBL5KW42LWMVZHG2LUPE======
http://www.wikidata.org/entity/Q4500472	2734	Houghton College	NY	IIB	370	323	265.0	327	487	424	343.0	428	30	29	17	1	77	http://dbpedia.org/resource/Houghton_College	low	low	580	http://dbpedia.org/resource/Houghton_College	http://yago-knowledge.org/resource/Houghton_College	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6SDPOVTWQ5DPNZPUG33MNRSWOZI=
http://www.wikidata.org/entity/Q5761194	2735	Hilbert College	NY	IIB	318	*	261.0	278	376	*	315.0	336	6	3	12	7	28	http://dbpedia.org/resource/Hilbert_College	low	low	581	http://dbpedia.org/resource/Hilbert_College	http://yago-knowledge.org/resource/Hilbert_College	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6SDJNRRGK4TUL5BW63DMMVTWK===
http://www.wikidata.org/entity/Q6063489	2737	Iona College	NY	IIA	594	462	393.0	461	756	594	496.0	587	42	81	59	10	192	http://dbpedia.org/resource/Iona_College_(Queensland)	medium	medium	582	http://dbpedia.org/resource/Iona_College_(Queensland)	http://yago-knowledge.org/resource/Iona_College_(Queensland)	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6SLPNZQV6Q3PNRWGKZ3FL4UFC5LFMVXHG3DBNZSCS===
http://www.wikidata.org/entity/Q3540690	2739	Ithaca College	NY	IIB	606	484	366.0	443	761	605	461.0	557	70	153	184	21	428	http://dbpedia.org/resource/Ithaca_College	medium	medium	583	http://dbpedia.org/resource/Ithaca_College	http://yago-knowledge.org/resource/Ithaca_College	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6SLUNBQWGYK7INXWY3DFM5SQ====
http://www.wikidata.org/entity/Q6395612	2744	Keuka College	NY	IIB	403	346	283.0	338	473	412	335.0	399	15	8	19	0	42	http://dbpedia.org/resource/Keuka_College	low	low	584	http://dbpedia.org/resource/Keuka_College	http://yago-knowledge.org/resource/Keuka_College	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6S3FOVVWCX2DN5WGYZLHMU======
http://www.wikidata.org/entity/Q5591138	2748	Le Moyne College	NY	IIB	542	455	365.0	445	684	576	465.0	564	30	50	36	3	119	http://dbpedia.org/resource/Le_Moyne_College	medium	medium	585	http://dbpedia.org/resource/Le_Moyne_College	http://yago-knowledge.org/resource/Le_Moyne_College	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TDFL5GW66LOMVPUG33MNRSWOZI=
http://www.wikidata.org/entity/Q2749572	2758	Manhattan College	NY	IIA	595	500	388.0	488	767	627	495.0	621	45	74	50	3	172	http://dbpedia.org/resource/Manhattan_College	medium	high	586	http://dbpedia.org/resource/Manhattan_College	http://yago-knowledge.org/resource/Manhattan_College	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TLBNZUGC5DUMFXF6Q3PNRWGKZ3F
http://www.wikidata.org/entity/Q6765664	2765	Marist College	NY	IIB	580	485	373.0	417	741	643	481.0	542	16	34	91	0	151	http://dbpedia.org/resource/Marist_College	medium	medium	587	http://dbpedia.org/resource/Marist_College	http://yago-knowledge.org/resource/Marist_College	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TLBOJUXG5C7INXWY3DFM5SQ====
http://www.wikidata.org/entity/Q4828090	2768	Marymount College Tarrytown	NY	IIB	426	349	297.0	357	546	442	383.0	455	17	24	13	2	56	http://dbpedia.org/resource/Marymount_College,_Tarrytown	medium	medium	588	http://dbpedia.org/resource/Marymount_College,_Tarrytown	http://yago-knowledge.org/resource/Marymount_College,_Tarrytown	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TLBOJ4W233VNZ2F6Q3PNRWGKZ3FFRPVIYLSOJ4XI33XNY======
