Wikidata_URI15	id	Company	Industry	Country	rating	Sales	Profits	Assets	Rank	DBpedia_URI	label	DBpedia_URI15	YAGO_URI15	DBpedia_URI15_Base32
http://www.wikidata.org/entity/Q694507	908	Kyushu Electric Power	Electric Utilities	Japan	4.3	18.2	-2.0	51.6	1045	http://dbpedia.org/resource/Kyushu_Electric_Power	low	http://dbpedia.org/resource/Kyushu_Electric_Power	http://yago-knowledge.org/resource/Kyushu_Electric_Power	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6S3ZOVZWQ5K7IVWGKY3UOJUWGX2QN53WK4Q=
	909	China Cosco Holdings	Other Transportation	China	6.4	14.0	-1.5	26.5	1045	http://dbpedia.org/resource/China_Cosco_Holdings	low	http://dbpedia.org/resource/China_COSCO		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3INFXGCX2DJ5JUGTY=
	910	Lorillard	Tobacco	United States	14.9	4.6	1.1	3.4	1047	http://dbpedia.org/resource/Lorillard	medium	http://dbpedia.org/resource/Lorillard_Tobacco_Company		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TDPOJUWY3DBOJSF6VDPMJQWGY3PL5BW63LQMFXHS===
http://www.wikidata.org/entity/Q1531085	911	Kintetsu	Railroads	Japan	8.1	11.4	0.1	22.2	1049	http://dbpedia.org/resource/Kintetsu	low	http://dbpedia.org/resource/Kintetsu	http://yago-knowledge.org/resource/Kintetsu	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6S3JNZ2GK5DTOU======
http://www.wikidata.org/entity/Q1984481	912	NiSource	Natural Gas Utilities	United States	8.8	5.1	0.4	21.8	1051	http://dbpedia.org/resource/NiSource	low	http://dbpedia.org/resource/NiSource	http://yago-knowledge.org/resource/NiSource	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TTJKNXXK4TDMU======
http://www.wikidata.org/entity/Q1529234	913	Rockwell Automation	Other Industrial Equipment	United States	12.4	6.3	0.7	5.7	1052	http://dbpedia.org/resource/Rockwell_Automation	medium	http://dbpedia.org/resource/Rockwell_Automation	http://yago-knowledge.org/resource/Rockwell_Automation	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UTPMNVXOZLMNRPUC5LUN5WWC5DJN5XA====
	914	Naspers	Broadcasting & Cable	South Africa	27.7	5.1	0.4	10.5	1053	http://dbpedia.org/resource/Naspers	medium	http://dbpedia.org/resource/Naspers	http://yago-knowledge.org/resource/Naspers	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TTBONYGK4TT
http://www.wikidata.org/entity/Q144364	915	Zain	Telecommunications services	Kuwait	10.8	4.6	0.9	10.4	1054	http://dbpedia.org/resource/Zain	medium	http://dbpedia.org/resource/Zain	http://yago-knowledge.org/resource/Zain	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6WTBNFXA====
http://www.wikidata.org/entity/Q256599	916	SES	Broadcasting & Cable	Luxembourg	12.6	2.4	0.9	11.8	1055	http://dbpedia.org/resource/SES	medium	http://dbpedia.org/resource/SES		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U2FKM======
http://www.wikidata.org/entity/Q1993298	917	Nippon Express	Trucking	Japan	5.2	19.7	0.3	15.0	1058	http://dbpedia.org/resource/Nippon_Express	low	http://dbpedia.org/resource/Nippon_Express	http://yago-knowledge.org/resource/Nippon_Express	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TTJOBYG63S7IV4HA4TFONZQ====
	918	Gjensidige Forsikring	Property & Casualty Insurance	Norway	8.4	4.1	0.8	16.8	1059	http://dbpedia.org/resource/Gjensidige_Forsikring	low	http://dbpedia.org/resource/Gjensidige		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6R3KMVXHG2LENFTWK===
	919	PLDT	Telecommunications services	Philippines	15.1	4.0	0.9	9.9	1060	http://dbpedia.org/resource/PLDT	medium	http://dbpedia.org/resource/Philippine_Long_Distance_Telephone_Company		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UDINFWGS4DQNFXGKX2MN5XGOX2ENFZXIYLOMNSV6VDFNRSXA2DPNZSV6Q3PNVYGC3TZ
	920	LeGrand	Electrical Equipment	France	12.2	5.9	0.7	8.8	1061	http://dbpedia.org/resource/LeGrand	medium	http://dbpedia.org/resource/Legrand		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TDFM5ZGC3TE
http://www.wikidata.org/entity/Q1157511	921	Dai Nippon Printing	Printing & Publishing	Japan	6.4	18.2	-0.2	19.1	1061	http://dbpedia.org/resource/Dai_Nippon_Printing	low	http://dbpedia.org/resource/Dai_Nippon_Printing	http://yago-knowledge.org/resource/Dai_Nippon_Printing	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RDBNFPU42LQOBXW4X2QOJUW45DJNZTQ====
http://www.wikidata.org/entity/Q586260	922	Sojitz	Trading Companies	Japan	2.0	54.3	0.0	25.5	1061	http://dbpedia.org/resource/Sojitz	low	http://dbpedia.org/resource/Sojitz	http://yago-knowledge.org/resource/Sojitz	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3PNJUXI6Q=
http://www.wikidata.org/entity/Q4783214	923	Arab National Bank	Regional Banks	Saudi Arabia	6.2	1.5	0.6	36.4	1065	http://dbpedia.org/resource/Arab_National_Bank	low	http://dbpedia.org/resource/Arab_National_Bank	http://yago-knowledge.org/resource/Arab_National_Bank	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLSMFRF6TTBORUW63TBNRPUEYLONM======
	924	Starwood Hotels	Hotels & Motels	United States	12.3	6.3	0.6	8.9	1066	http://dbpedia.org/resource/Starwood_Hotels	medium	http://dbpedia.org/resource/Starwood_Hotels_and_Resorts_Worldwide		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3UMFZHO33PMRPUQ33UMVWHGX3BNZSF6UTFONXXE5DTL5LW64TMMR3WSZDF
http://www.wikidata.org/entity/Q910379	925	Finmeccanica	Aerospace & Defense	Italy	3.0	22.4	-3.0	38.4	1068	http://dbpedia.org/resource/Finmeccanica	low	http://dbpedia.org/resource/Finmeccanica	http://yago-knowledge.org/resource/Finmeccanica	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RTJNZWWKY3DMFXGSY3B
http://www.wikidata.org/entity/Q861042	926	Western Union	Business & Personal Services	United States	8.3	5.7	1.0	9.5	1070	http://dbpedia.org/resource/Western_Union	low	http://dbpedia.org/resource/Western_Union	http://yago-knowledge.org/resource/Western_Union	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6V3FON2GK4TOL5KW42LPNY======
http://www.wikidata.org/entity/Q355	927	Facebook	Computer Services	United States	63.5	5.1	0.1	15.1	1071	http://dbpedia.org/resource/Facebook	medium	http://dbpedia.org/resource/Facebook	http://yago-knowledge.org/resource/Facebook	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RTBMNSWE33PNM======
http://www.wikidata.org/entity/Q227924	928	Sharp	Consumer Electronics	Japan	3.7	29.7	-4.5	31.8	1072	http://dbpedia.org/resource/Sharp	low	http://dbpedia.org/resource/Sharp		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3IMFZHA===
	929	Shimao Property Holdings	Real Estate	China	5.9	4.5	0.9	19.2	1073	http://dbpedia.org/resource/Shimao_Property_Holdings	low	http://dbpedia.org/resource/Shimao_Property		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3INFWWC327KBZG64DFOJ2HS===
http://www.wikidata.org/entity/Q192814	930	Harley-Davidson	Recreational Products	United States	12.5	5.6	0.6	9.2	1074	http://dbpedia.org/resource/Harley-Davidson	medium	http://dbpedia.org/resource/Harley-Davidson	http://yago-knowledge.org/resource/Harley-Davidson	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6SDBOJWGK6JNIRQXM2LEONXW4===
http://www.wikidata.org/entity/Q3676581	931	Cielo	Business & Personal Services	Brazil	18.9	2.6	1.1	4.7	1075	http://dbpedia.org/resource/Cielo	medium	http://dbpedia.org/resource/Cielo		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3JMVWG6===
http://www.wikidata.org/entity/Q1503753	932	Vedanta Resources	Diversified Metals & Mining	United Kingdom	4.7	14.0	0.1	45.4	1076	http://dbpedia.org/resource/Vedanta_Resources	low	http://dbpedia.org/resource/Vedanta_Resources	http://yago-knowledge.org/resource/Vedanta_Resources	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VTFMRQW45DBL5JGK43POVZGGZLT
http://www.wikidata.org/entity/Q671901	933	Julius Baer Group	Investment Services	Switzerland	8.8	2.2	0.3	59.9	1077	http://dbpedia.org/resource/Julius_Baer_Group	low	http://dbpedia.org/resource/Julius_Baer_Group	http://yago-knowledge.org/resource/Julius_Baer_Group	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6STVNRUXK427IJQWK4S7I5ZG65LQ
http://www.wikidata.org/entity/Q8093	934	Nintendo	Consumer Electronics	Japan	14.4	7.8	-0.5	15.9	1078	http://dbpedia.org/resource/Nintendo	medium	http://dbpedia.org/resource/Nintendo	http://yago-knowledge.org/resource/Nintendo	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TTJNZ2GK3TEN4======
	935	Belle International Holdings	Apparel/Footwear Retail	Hong Kong-China	15.3	5.2	0.7	4.6	1081	http://dbpedia.org/resource/Belle_International_Holdings	medium	http://dbpedia.org/resource/Belle_International		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTFNRWGKX2JNZ2GK4TOMF2GS33OMFWA====
	936	Cathay Pacific Airways	Airline	Hong Kong-China	7.1	12.6	0.1	20.5	1082	http://dbpedia.org/resource/Cathay_Pacific_Airways	low	http://dbpedia.org/resource/Cathay_Pacific		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3BORUGC6K7KBQWG2LGNFRQ====
http://www.wikidata.org/entity/Q2059537	937	Arrow Electronics	Electronics	United States	4.4	20.4	0.5	10.8	1083	http://dbpedia.org/resource/Arrow_Electronics	low	http://dbpedia.org/resource/Arrow_Electronics	http://yago-knowledge.org/resource/Arrow_Electronics	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLSOJXXOX2FNRSWG5DSN5XGSY3T
http://www.wikidata.org/entity/Q729978	938	Mediolanum	Life & Health Insurance	Italy	4.5	15.0	0.1	43.7	1085	http://dbpedia.org/resource/Mediolanum	low	http://dbpedia.org/resource/Mediolanum	http://yago-knowledge.org/resource/Mediolanum	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TLFMRUW63DBNZ2W2===
http://www.wikidata.org/entity/Q5289230	939	Dollar Tree	Discount Stores	United States	10.1	7.4	0.6	2.8	1086	http://dbpedia.org/resource/Dollar_Tree	medium	http://dbpedia.org/resource/Dollar_Tree	http://yago-knowledge.org/resource/Dollar_Tree	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RDPNRWGC4S7KRZGKZI=
http://www.wikidata.org/entity/Q782537	940	Bank of Ayudhya	Regional Banks	Thailand	7.2	2.8	0.5	34.8	1086	http://dbpedia.org/resource/Bank_of_Ayudhya	low	http://dbpedia.org/resource/Bank_of_Ayudhya	http://yago-knowledge.org/resource/Bank_of_Ayudhya	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTBNZVV633GL5AXS5LENB4WC===
http://www.wikidata.org/entity/Q1816028	941	National Bank of Greece	Major Banks	Greece	1.0	10.4	-16.0	137.0	1089	http://dbpedia.org/resource/National_Bank_of_Greece	low	http://dbpedia.org/resource/National_Bank_of_Greece	http://yago-knowledge.org/resource/National_Bank_of_Greece	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TTBORUW63TBNRPUEYLONNPW6ZS7I5ZGKZLDMU======
http://www.wikidata.org/entity/Q7271456	942	Quest Diagnostics	Healthcare Services	United States	8.9	7.4	0.6	9.3	1090	http://dbpedia.org/resource/Quest_Diagnostics	low	http://dbpedia.org/resource/Quest_Diagnostics	http://yago-knowledge.org/resource/Quest_Diagnostics	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6ULVMVZXIX2ENFQWO3TPON2GSY3T
http://www.wikidata.org/entity/Q1516562	943	Liberty Media	Broadcasting & Cable	United States	13.4	2.0	1.4	8.3	1091	http://dbpedia.org/resource/Liberty_Media	medium	http://dbpedia.org/resource/Liberty_Media	http://yago-knowledge.org/resource/Liberty_Media	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TDJMJSXE5DZL5GWKZDJME======
	944	Flextronics International	Electronics	Singapore	4.5	24.7	0.4	11.2	1091	http://dbpedia.org/resource/Flextronics_International	low	http://dbpedia.org/resource/Flextronics		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RTMMV4HI4TPNZUWG4Y=
http://www.wikidata.org/entity/Q4778847	945	Aozora Bank	Major Banks	Japan	5.1	1.6	0.6	61.3	1093	http://dbpedia.org/resource/Aozora_Bank	low	http://dbpedia.org/resource/Aozora_Bank	http://yago-knowledge.org/resource/Aozora_Bank	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLPPJXXEYK7IJQW42Y=
http://www.wikidata.org/entity/Q1478918	946	Nippon Yusen	Other Transportation	Japan	4.7	21.8	-0.9	25.7	1094	http://dbpedia.org/resource/Nippon_Yusen	low	http://dbpedia.org/resource/Nippon_Yusen	http://yago-knowledge.org/resource/Nippon_Yusen	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TTJOBYG63S7LF2XGZLO
	947	WR Berkley	Property & Casualty Insurance	United States	5.9	5.8	0.5	20.2	1095	http://dbpedia.org/resource/WR_Berkley	low	http://dbpedia.org/resource/W._R._Berkley		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VZOL5JC4X2CMVZGW3DFPE======
http://www.wikidata.org/entity/Q662296	948	Shire	Pharmaceuticals	Ireland	17.2	4.6	0.7	7.3	1096	http://dbpedia.org/resource/Shire	medium	http://dbpedia.org/resource/Shire		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3INFZGK===
http://www.wikidata.org/entity/Q973054	949	Rakuten	Internet & Catalog Retail	Japan	13.1	5.6	0.2	24.3	1097	http://dbpedia.org/resource/Rakuten	medium	http://dbpedia.org/resource/Rakuten	http://yago-knowledge.org/resource/Rakuten	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UTBNN2XIZLO
http://www.wikidata.org/entity/Q1142797	950	Schroders	Investment Services	United Kingdom	9.2	2.3	0.4	23.8	1098	http://dbpedia.org/resource/Schroders	low	http://dbpedia.org/resource/Schroders	http://yago-knowledge.org/resource/Schroders	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3DNBZG6ZDFOJZQ====
http://www.wikidata.org/entity/Q1318848	951	Intuit	Software & Programming	United States	19.4	4.2	0.8	5.1	1099	http://dbpedia.org/resource/Intuit	medium	http://dbpedia.org/resource/Intuit	http://yago-knowledge.org/resource/Intuit	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6SLOOR2WS5A=
http://www.wikidata.org/entity/Q1138073	952	Coventry Health Care	Managed Health Care	United States	6.3	14.1	0.5	8.8	1100	http://dbpedia.org/resource/Coventry_Health_Care	low	http://dbpedia.org/resource/Coventry_Health_Care	http://yago-knowledge.org/resource/Coventry_Health_Care	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3POZSW45DSPFPUQZLBNR2GQX2DMFZGK===
	953	Pohjola Bank	Regional Banks	Finland	5.2	5.1	0.4	58.8	1101	http://dbpedia.org/resource/Pohjola_Bank	low	http://dbpedia.org/resource/OP_Financial_Group		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6T2QL5DGS3TBNZRWSYLML5DXE33VOA======
	954	Hormel Foods	Food Processing	United States	10.4	8.3	0.5	4.6	1102	http://dbpedia.org/resource/Hormel_Foods	medium	http://dbpedia.org/resource/Hormel		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6SDPOJWWK3A=
http://www.wikidata.org/entity/Q1475699	955	Keyence	Electronics	Japan	18.3	2.6	0.8	8.6	1103	http://dbpedia.org/resource/Keyence	medium	http://dbpedia.org/resource/Keyence	http://yago-knowledge.org/resource/Keyence	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6S3FPFSW4Y3F
http://www.wikidata.org/entity/Q1289543	956	Terna	Electric Utilities	Italy	8.3	2.3	0.6	18.6	1105	http://dbpedia.org/resource/Terna	low	http://dbpedia.org/resource/Terna		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VDFOJXGC===
http://www.wikidata.org/entity/Q775031	957	Grupo Bimbo	Food Processing	Mexico	13.0	13.5	0.2	10.1	1106	http://dbpedia.org/resource/Grupo_Bimbo	medium	http://dbpedia.org/resource/Grupo_Bimbo	http://yago-knowledge.org/resource/Grupo_Bimbo	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6R3SOVYG6X2CNFWWE3Y=
	958	T Rowe Price	Investment Services	United States	19.5	3.0	0.9	4.2	1107	http://dbpedia.org/resource/T_Rowe_Price	medium	http://dbpedia.org/resource/T._Rowe_Price		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VBOL5JG653FL5IHE2LDMU======
http://www.wikidata.org/entity/Q3341241	959	Nidec	Electrical Equipment	Japan	8.0	8.2	0.5	9.6	1108	http://dbpedia.org/resource/Nidec	low	http://dbpedia.org/resource/Nidec		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TTJMRSWG===
http://www.wikidata.org/entity/Q5165314	960	Continental Resources	Oil & Gas Operations	United States	17.2	2.6	0.7	9.1	1109	http://dbpedia.org/resource/Continental_Resources	medium	http://dbpedia.org/resource/Continental_Resources	http://yago-knowledge.org/resource/Continental_Resources	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3PNZ2GS3TFNZ2GC3C7KJSXG33VOJRWK4Y=
http://www.wikidata.org/entity/Q1153463	961	Emaar Properties	Real Estate	United Arab Emirates	9.2	2.4	0.6	16.6	1110	http://dbpedia.org/resource/Emaar_Properties	low	http://dbpedia.org/resource/Emaar_Properties	http://yago-knowledge.org/resource/Emaar_Properties	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RLNMFQXEX2QOJXXAZLSORUWK4Y=
http://www.wikidata.org/entity/Q5099833	962	China Oilfield Services	Oil Services & Equipment	China	11.1	3.5	0.7	12.0	1111	http://dbpedia.org/resource/China_Oilfield_Services	medium	http://dbpedia.org/resource/China_Oilfield_Services	http://yago-knowledge.org/resource/China_Oilfield_Services	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3INFXGCX2PNFWGM2LFNRSF6U3FOJ3GSY3FOM======
http://www.wikidata.org/entity/Q854826	963	Bharat Petroleum	Oil & Gas Operations	India	5.4	36.7	0.2	15.3	1112	http://dbpedia.org/resource/Bharat_Petroleum	low	http://dbpedia.org/resource/Bharat_Petroleum	http://yago-knowledge.org/resource/Bharat_Petroleum	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTIMFZGC5C7KBSXI4TPNRSXK3I=
http://www.wikidata.org/entity/Q5013012	964	CMS Energy	Electric Utilities	United States	7.3	6.3	0.4	17.1	1113	http://dbpedia.org/resource/CMS_Energy	low	http://dbpedia.org/resource/CMS_Energy	http://yago-knowledge.org/resource/CMS_Energy	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q2NKNPUK3TFOJTXS===
http://www.wikidata.org/entity/Q14903417	965	Delhaize Group	Food Retail	Belgium	5.5	29.2	0.1	15.8	1114	http://dbpedia.org/resource/Delhaize_Group	low	http://dbpedia.org/resource/Delhaize_Group	http://yago-knowledge.org/resource/Delhaize_Group	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RDFNRUGC2L2MVPUO4TPOVYA====
http://www.wikidata.org/entity/Q203552	966	Zimmer Holdings	Medical Equipment & Supplies	United States	12.5	4.5	0.8	9.0	1115	http://dbpedia.org/resource/Zimmer_Holdings	medium	http://dbpedia.org/resource/Zimmer_Holdings	http://yago-knowledge.org/resource/Zimmer_Holdings	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6WTJNVWWK4S7JBXWYZDJNZTXG===
	967	Brambles	Business & Personal Services	Australia	14.1	5.6	0.6	7.7	1116	http://dbpedia.org/resource/Brambles	medium	http://dbpedia.org/resource/Bramble_(disambiguation)		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTSMFWWE3DFL4UGI2LTMFWWE2LHOVQXI2LPNYUQ====
http://www.wikidata.org/entity/Q1396455	968	Grupo Carso	Conglomerates	Mexico	11.3	6.4	0.6	5.9	1117	http://dbpedia.org/resource/Grupo_Carso	medium	http://dbpedia.org/resource/Grupo_Carso	http://yago-knowledge.org/resource/Grupo_Carso	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6R3SOVYG6X2DMFZHG3Y=
http://www.wikidata.org/entity/Q806700	969	Bank of Greece	Major Banks	Greece	0.4	5.4	0.3	210.7	1118	http://dbpedia.org/resource/Bank_of_Greece	low	http://dbpedia.org/resource/Bank_of_Greece	http://yago-knowledge.org/resource/Bank_of_Greece	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTBNZVV633GL5DXEZLFMNSQ====
http://www.wikidata.org/entity/Q7071951	970	O'Reilly Automotive	Specialty Stores	United States	11.5	6.2	0.6	5.7	1119	http://dbpedia.org/resource/O'Reilly_Automotive	medium	http://dbpedia.org/resource/O'Reilly_Automotive		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TZHKJSWS3DMPFPUC5LUN5WW65DJOZSQ====
http://www.wikidata.org/entity/Q228728	971	Next	Apparel/Footwear Retail	United Kingdom	10.0	5.6	0.8	3.0	1120	http://dbpedia.org/resource/Next	medium	http://dbpedia.org/resource/Next		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TTFPB2A====
http://www.wikidata.org/entity/Q692157	972	Experian	Business & Personal Services	Ireland	18.0	4.5	0.7	7.8	1121	http://dbpedia.org/resource/Experian	medium	http://dbpedia.org/resource/Experian	http://yago-knowledge.org/resource/Experian	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RLYOBSXE2LBNY======
	973	Wisconsin Energy	Electric Utilities	United States	9.5	4.2	0.5	14.3	1122	http://dbpedia.org/resource/Wisconsin_Energy	low	http://dbpedia.org/resource/Wisconsin_Energy_Corporation		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6V3JONRW63TTNFXF6RLOMVZGO6K7INXXE4DPOJQXI2LPNY======
	974	Delek Group	Investment Services	Israel	3.0	18.6	0.1	30.7	1124	http://dbpedia.org/resource/Delek_Group	low	http://dbpedia.org/resource/Delek		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RDFNRSWW===
http://www.wikidata.org/entity/Q658173	975	K+S	Diversified Chemicals	Germany	9.4	5.1	0.9	8.8	1126	http://dbpedia.org/resource/K+S	low	http://dbpedia.org/resource/K S	http://yago-knowledge.org/resource/K+S	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6SZAKM======
http://www.wikidata.org/entity/Q748148	976	Kawasaki Heavy Industries	Heavy Equipment	Japan	5.3	15.8	0.3	16.1	1126	http://dbpedia.org/resource/Kawasaki_Heavy_Industries	low	http://dbpedia.org/resource/Kawasaki_Heavy_Industries	http://yago-knowledge.org/resource/Kawasaki_Heavy_Industries	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6S3BO5QXGYLLNFPUQZLBOZ4V6SLOMR2XG5DSNFSXG===
http://www.wikidata.org/entity/Q2336459	977	Kuwait Finance House	Regional Banks	Kuwait	8.1	3.6	0.3	52.2	1129	http://dbpedia.org/resource/Kuwait_Finance_House	low	http://dbpedia.org/resource/Kuwait_Finance_House	http://yago-knowledge.org/resource/Kuwait_Finance_House	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6S3VO5QWS5C7IZUW4YLOMNSV6SDPOVZWK===
http://www.wikidata.org/entity/Q1032244	978	Canadian Oil Sands	Oil & Gas Operations	Canada	10.2	3.7	1.0	10.2	1130	http://dbpedia.org/resource/Canadian_Oil_Sands	medium	http://dbpedia.org/resource/Canadian_Oil_Sands	http://yago-knowledge.org/resource/Canadian_Oil_Sands	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3BNZQWI2LBNZPU62LML5JWC3TEOM======
http://www.wikidata.org/entity/Q1305281	979	Valeo	Auto & Truck Parts	France	4.3	15.1	0.5	11.8	1131	http://dbpedia.org/resource/Valeo	low	http://dbpedia.org/resource/Valeo	http://yago-knowledge.org/resource/Valeo	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VTBNRSW6===
http://www.wikidata.org/entity/Q828445	980	Brenntag	Specialized Chemicals	Germany	7.7	12.5	0.4	7.5	1132	http://dbpedia.org/resource/Brenntag	low	http://dbpedia.org/resource/Brenntag	http://yago-knowledge.org/resource/Brenntag	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTSMVXG45DBM4======
	981	Colruyt	Food Retail	Belgium	8.2	10.5	0.5	4.2	1133	http://dbpedia.org/resource/Colruyt	low	http://dbpedia.org/resource/Colruyt_Group	http://yago-knowledge.org/resource/Colruyt	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3PNRZHK6LUL5DXE33VOA======
http://www.wikidata.org/entity/Q3541981	982	Tullow Oil	Oil & Gas Operations	United Kingdom	17.2	2.4	0.6	9.4	1133	http://dbpedia.org/resource/Tullow_Oil	medium	http://dbpedia.org/resource/Tullow_Oil	http://yago-knowledge.org/resource/Tullow_Oil	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VDVNRWG6527J5UWY===
